Date,Location,Vehicle_Type,Violation_Type,Fine_Amount (₹),Repeat_Offender,Weather_Condition,Time_of_Day,Road_Condition,Driver_Age_Group,Passengers_Count,Traffic_Density,License_Status,Accident_Involved,Speed_Recorded (km/h),Vehicle_Registration_State,Officer_ID,Previous_Violations,Insurance_Penalty (₹),Fine_Payment_Status
25-11-2024,Sector 56,Truck,Red-Light Jump,3624,TRUE,Rainy,Morning,Under Construction,18-25,5,Low,Expired,TRUE,57,Uttar Pradesh,8,1,3802,Unpaid
09-10-2024,Rajiv Chowk,Car,Speeding,3516,TRUE,Clear,Night,Under Construction,26-35,2,Medium,Suspended,TRUE,10,Haryana,6,3,1623,Paid
14-09-2024,IFFCO Chowk,Car,No Seatbelt,1000,FALSE,Clear,Morning,Wet,26-35,1,High,Valid,FALSE,120,Haryana,1,3,1797,Unpaid
01-04-2024,Manesar Toll,Car,Red-Light Jump,2850,FALSE,Clear,Night,Slippery,18-25,1,Low,Suspended,TRUE,1,Rajasthan,8,1,4305,Paid
27-11-2024,Sector 29,Bus,Red-Light Jump,2202,FALSE,Clear,Morning,Wet,36-50,5,Low,Valid,TRUE,26,Uttar Pradesh,6,2,2456,Paid
17-05-2024,Sohna Road near Iris Tech Park,Bus,Wrong-Side Driving,3827,FALSE,Foggy,Evening,Dry,50+,3,High,Expired,TRUE,104,Punjab,3,3,4904,Paid
18-09-2024,Golf Course Road,Auto-rickshaw,Wrong-Side Driving,2234,FALSE,Cloudy,Evening,Wet,18-25,5,Medium,Suspended,TRUE,110,Delhi,1,2,3984,Disputed
04-12-2024,Sector 29,Bike,No Helmet,1000,TRUE,Cloudy,Afternoon,Under Construction,18-25,1,Low,Valid,TRUE,111,Haryana,6,2,2377,Paid
11-11-2024,Rajiv Chowk,Car,Wrong-Side Driving,6843,TRUE,Clear,Night,Under Construction,36-50,4,High,Expired,TRUE,57,Uttar Pradesh,10,2,2865,Paid
24-11-2024,Sohna Road near Iris Tech Park,Bike,No Helmet,1000,FALSE,Rainy,Afternoon,Dry,18-25,2,Medium,Learner,FALSE,52,Rajasthan,6,1,1152,Disputed
15-02-2024,Udyog Vihar,Bus,No Seatbelt,1000,TRUE,Rainy,Evening,Under Construction,26-35,5,Low,Suspended,TRUE,116,Delhi,3,1,3130,Unpaid
27-08-2024,Golf Course Road,Auto-rickshaw,DUI,8878,FALSE,Rainy,Morning,Dry,50+,1,Low,Suspended,FALSE,36,Punjab,3,3,3456,Disputed
23-03-2024,NH-8,Car,Wrong-Side Driving,7714,TRUE,Cloudy,Night,Wet,50+,3,High,Valid,FALSE,116,Rajasthan,10,1,850,Paid
27-05-2024,Huda City Center,Bus,DUI,6433,TRUE,Stormy,Morning,Dry,26-35,3,High,Learner,FALSE,37,Uttar Pradesh,10,3,1365,Unpaid
12-01-2024,IFFCO Chowk,Car,No Seatbelt,1000,FALSE,Clear,Afternoon,Dry,50+,1,Medium,Suspended,FALSE,15,Uttar Pradesh,6,3,3367,Disputed
21-12-2024,MG Road,Bus,Wrong-Side Driving,5038,FALSE,Rainy,Morning,Dry,50+,2,High,Expired,TRUE,15,Punjab,1,1,1858,Disputed
08-06-2024,Udyog Vihar,Truck,Speeding,3306,TRUE,Stormy,Morning,Wet,18-25,1,Medium,Valid,FALSE,115,Haryana,7,1,3706,Unpaid
10-05-2024,Sheetala Mata Road,Bike,Speeding,,FALSE,Cloudy,Night,Wet,36-50,2,Medium,Expired,TRUE,17,Haryana,10,3,2895,Disputed
07-12-2024,Sector 29,Truck,No Seatbelt,1000,FALSE,Clear,Morning,Dry,50+,2,High,Expired,TRUE,33,Delhi,3,1,1477,Paid
26-09-2024,Udyog Vihar,Bus,Speeding,1488,FALSE,Stormy,Afternoon,Under Construction,26-35,4,Low,Learner,TRUE,21,Rajasthan,4,1,2749,Paid
06-11-2024,Sector 56,Truck,Wrong-Side Driving,4134,TRUE,Clear,Evening,Under Construction,50+,0,Low,Learner,TRUE,57,Rajasthan,3,3,3923,Disputed
14-03-2024,Golf Course Road,Bike,DUI,7190,FALSE,Rainy,Afternoon,Under Construction,18-25,4,Low,Learner,FALSE,23,Rajasthan,1,2,4779,Disputed
04-08-2024,Signature Tower Chowk,Car,Wrong-Side Driving,5524,FALSE,Rainy,Morning,Slippery,50+,0,Low,Learner,TRUE,114,Delhi,3,1,4571,Unpaid
03-09-2024,Sector 56,Auto-rickshaw,DUI,5501,FALSE,Stormy,Night,Under Construction,50+,0,High,Learner,TRUE,98,Delhi,4,2,3634,Disputed
13-03-2024,Signature Tower Chowk,Auto-rickshaw,No Seatbelt,1000,FALSE,Foggy,Morning,Dry,36-50,5,Medium,Learner,TRUE,19,Punjab,2,1,1062,Paid
24-05-2024,NH-8,Bike,DUI,6280,FALSE,Rainy,Night,Slippery,50+,2,High,Expired,TRUE,43,Uttar Pradesh,1,1,3428,Disputed
26-05-2024,NH-8,Bus,Wrong-Side Driving,7216,TRUE,Clear,Night,Dry,36-50,5,Medium,Learner,TRUE,16,Rajasthan,8,1,754,Paid
18-01-2024,Sikanderpur,Car,Wrong-Side Driving,4114,FALSE,Rainy,Afternoon,Dry,18-25,3,High,Expired,FALSE,67,Delhi,8,3,2646,Unpaid
21-12-2024,Huda City Center,Bike,DUI,5828,FALSE,Rainy,Morning,Under Construction,26-35,1,Medium,Expired,TRUE,46,Rajasthan,9,1,4176,Unpaid
21-12-2024,NH-8,Auto-rickshaw,DUI,7858,TRUE,Clear,Afternoon,Wet,26-35,0,Low,Expired,FALSE,34,Haryana,2,1,3615,Disputed
24-06-2024,NH-8,Bike,No Helmet,1000,FALSE,Stormy,Night,Wet,36-50,2,Low,Learner,TRUE,54,Rajasthan,7,3,2655,Paid
08-08-2024,NH-8,Bus,Red-Light Jump,3239,FALSE,Cloudy,Afternoon,Dry,50+,4,Medium,Valid,TRUE,77,Delhi,8,3,2818,Unpaid
24-04-2024,IFFCO Chowk,Truck,Wrong-Side Driving,7005,TRUE,Foggy,Night,Under Construction,50+,2,Low,Suspended,FALSE,98,Punjab,1,3,2838,Paid
17-12-2024,NH-8,Bus,Wrong-Side Driving,2658,FALSE,Clear,Evening,Slippery,36-50,2,Low,Learner,TRUE,11,Rajasthan,4,3,549,Paid
23-12-2024,Manesar Toll,Bus,DUI,7370,TRUE,Clear,Afternoon,Dry,18-25,2,High,Valid,FALSE,9,Haryana,2,2,3012,Paid
24-01-2024,Huda City Center,Bus,Speeding,3903,FALSE,Rainy,Night,Under Construction,26-35,4,High,Learner,FALSE,109,Haryana,3,3,3570,Unpaid
15-10-2024,NH-8,Bus,Wrong-Side Driving,4136,FALSE,Clear,Night,Slippery,18-25,0,High,Suspended,FALSE,68,Delhi,8,3,3531,Disputed
02-12-2024,Rajiv Chowk,Auto-rickshaw,Speeding,3365,TRUE,Rainy,Afternoon,Slippery,18-25,4,Medium,Valid,TRUE,66,Rajasthan,4,2,2088,Paid
18-08-2024,Sheetala Mata Road,Bike,Wrong-Side Driving,5427,FALSE,Foggy,Afternoon,Wet,50+,0,High,Expired,FALSE,73,Haryana,3,3,2836,Paid
28-04-2024,Signature Tower Chowk,Car,Red-Light Jump,2503,TRUE,Clear,Night,Under Construction,18-25,3,Low,Learner,TRUE,40,Punjab,1,1,3223,Disputed
07-06-2024,Golf Course Road,Car,No Seatbelt,1000,FALSE,Rainy,Evening,Under Construction,18-25,3,Low,Expired,TRUE,34,Punjab,6,2,698,Unpaid
22-12-2024,Sector 29,Car,Speeding,4339,FALSE,Foggy,Evening,Dry,18-25,4,Medium,Suspended,TRUE,37,Haryana,1,1,2038,Disputed
01-06-2024,Manesar Toll,Bus,DUI,8121,FALSE,Clear,Night,Dry,36-50,2,Medium,Suspended,TRUE,28,Punjab,8,2,2668,Unpaid
07-11-2024,Rajiv Chowk,Bike,Red-Light Jump,4733,FALSE,Stormy,Afternoon,Slippery,36-50,3,High,Suspended,FALSE,68,Rajasthan,10,1,4449,Disputed
14-01-2024,Sheetala Mata Road,Bus,Speeding,1511,TRUE,Cloudy,Night,Dry,26-35,2,Medium,Valid,TRUE,54,Uttar Pradesh,1,1,667,Disputed
01-05-2024,Sector 56,Auto-rickshaw,DUI,7385,TRUE,Rainy,Night,Slippery,50+,0,High,Valid,FALSE,51,Rajasthan,4,2,2202,Paid
01-04-2024,Sector 29,Truck,DUI,6924,TRUE,Rainy,Afternoon,Wet,50+,5,High,Suspended,TRUE,83,Delhi,2,2,1213,Paid
07-09-2024,Manesar Toll,Bus,Red-Light Jump,2201,FALSE,Stormy,Night,Wet,26-35,4,Low,Expired,FALSE,42,Rajasthan,10,1,1154,Paid
28-07-2024,Sector 29,Bike,Speeding,4901,FALSE,Cloudy,Night,Dry,50+,3,Medium,Learner,FALSE,115,Uttar Pradesh,5,3,1724,Unpaid
01-11-2024,Sikanderpur,Truck,No Seatbelt,1000,TRUE,Cloudy,Evening,Dry,26-35,2,Medium,Learner,FALSE,112,Punjab,9,1,1107,Paid
24-11-2024,Signature Tower Chowk,Bike,DUI,8096,FALSE,Clear,Morning,Under Construction,36-50,2,High,Suspended,TRUE,77,Delhi,8,3,879,Paid
15-08-2024,Manesar Toll,Car,Speeding,,FALSE,Clear,Afternoon,Under Construction,18-25,0,Medium,Valid,FALSE,75,Haryana,9,1,2872,Disputed
07-06-2024,Huda City Center,Truck,No Seatbelt,1000,TRUE,Rainy,Morning,Dry,18-25,5,High,Suspended,FALSE,89,Punjab,3,2,4222,Unpaid
06-08-2024,Huda City Center,Auto-rickshaw,Speeding,3778,TRUE,Foggy,Evening,Dry,50+,0,Medium,Expired,FALSE,12,Haryana,5,3,4671,Unpaid
07-12-2024,Sheetala Mata Road,Car,Speeding,1295,FALSE,Rainy,Morning,Slippery,36-50,2,Medium,Learner,FALSE,51,Uttar Pradesh,6,2,3416,Paid
24-01-2024,Golf Course Road,Car,No Seatbelt,1000,FALSE,Foggy,Morning,Dry,36-50,2,Medium,Learner,FALSE,92,Rajasthan,4,1,2169,Unpaid
26-02-2024,Rajiv Chowk,Truck,No Seatbelt,1000,TRUE,Stormy,Evening,Dry,36-50,2,High,Suspended,TRUE,106,Punjab,2,1,2223,Paid
04-10-2024,Sikanderpur,Auto-rickshaw,Speeding,2014,FALSE,Clear,Afternoon,Slippery,50+,1,High,Learner,FALSE,90,Uttar Pradesh,6,2,3989,Unpaid
17-09-2024,Sector 56,Truck,Wrong-Side Driving,6029,FALSE,Foggy,Morning,Wet,18-25,5,High,Learner,TRUE,3,Haryana,8,3,4799,Unpaid
21-07-2024,Huda City Center,Bus,Red-Light Jump,3892,TRUE,Foggy,Morning,Wet,36-50,4,Low,Expired,FALSE,22,Punjab,10,2,2373,Disputed
15-03-2024,Sohna Road near Iris Tech Park,Car,Wrong-Side Driving,6200,FALSE,Rainy,Morning,Wet,18-25,3,High,Valid,TRUE,47,Delhi,5,3,2006,Paid
07-01-2024,Sikanderpur,Auto-rickshaw,Wrong-Side Driving,5937,FALSE,Cloudy,Evening,Dry,26-35,4,High,Valid,TRUE,78,Rajasthan,8,2,3732,Paid
18-08-2024,NH-8,Bike,DUI,7914,FALSE,Cloudy,Evening,Wet,50+,1,Medium,Expired,FALSE,49,Haryana,1,3,3971,Disputed
14-08-2024,Huda City Center,Auto-rickshaw,Speeding,4987,FALSE,Rainy,Evening,Wet,50+,2,Low,Expired,TRUE,78,Delhi,10,2,1716,Paid
09-07-2024,Sikanderpur,Truck,Wrong-Side Driving,2722,FALSE,Cloudy,Evening,Slippery,36-50,2,High,Suspended,FALSE,18,Rajasthan,5,1,2004,Unpaid
03-05-2024,IFFCO Chowk,Car,Speeding,3167,TRUE,Stormy,Afternoon,Dry,36-50,1,Low,Expired,TRUE,22,Punjab,5,1,4700,Unpaid
07-09-2024,Huda City Center,Bike,Speeding,4337,FALSE,Stormy,Morning,Under Construction,26-35,4,Medium,Learner,TRUE,57,Punjab,8,1,4162,Unpaid
11-09-2024,Signature Tower Chowk,Truck,No Seatbelt,1000,FALSE,Stormy,Evening,Under Construction,50+,2,Low,Suspended,FALSE,90,Punjab,2,3,2885,Paid
06-07-2024,Sector 56,Truck,Wrong-Side Driving,4915,FALSE,Rainy,Afternoon,Slippery,36-50,3,Low,Suspended,FALSE,7,Uttar Pradesh,1,2,3719,Disputed
02-08-2024,Signature Tower Chowk,Bike,No Helmet,1000,FALSE,Cloudy,Afternoon,Dry,26-35,1,Medium,Suspended,FALSE,26,Uttar Pradesh,5,2,3343,Disputed
27-03-2024,Huda City Center,Bus,Red-Light Jump,2882,TRUE,Stormy,Night,Under Construction,50+,4,High,Expired,TRUE,68,Uttar Pradesh,3,1,2797,Paid
07-01-2024,MG Road,Auto-rickshaw,Red-Light Jump,1857,FALSE,Foggy,Night,Wet,18-25,3,High,Suspended,FALSE,64,Uttar Pradesh,9,2,2722,Paid
12-01-2024,Sikanderpur,Bike,Wrong-Side Driving,3681,FALSE,Foggy,Night,Dry,18-25,2,Medium,Suspended,FALSE,57,Uttar Pradesh,3,1,3354,Unpaid
03-12-2024,Golf Course Road,Car,No Seatbelt,1000,FALSE,Rainy,Evening,Slippery,18-25,2,High,Suspended,TRUE,88,Uttar Pradesh,1,2,781,Unpaid
10-09-2024,Sheetala Mata Road,Truck,Red-Light Jump,4765,FALSE,Rainy,Morning,Wet,18-25,0,High,Learner,TRUE,97,Delhi,9,2,2067,Unpaid
17-10-2024,Huda City Center,Bike,DUI,6392,FALSE,Foggy,Afternoon,Slippery,36-50,2,Medium,Expired,FALSE,58,Punjab,6,2,4968,Disputed
14-01-2024,Udyog Vihar,Truck,DUI,5836,FALSE,Clear,Afternoon,Wet,36-50,4,Low,Learner,FALSE,63,Punjab,9,1,2817,Paid
09-05-2024,MG Road,Truck,Wrong-Side Driving,,TRUE,Rainy,Night,Wet,26-35,1,High,Expired,TRUE,18,Punjab,10,3,3093,Unpaid
17-07-2024,Golf Course Road,Bike,No Helmet,1000,FALSE,Cloudy,Evening,Slippery,36-50,2,High,Learner,TRUE,69,Punjab,7,2,1158,Paid
26-12-2024,Manesar Toll,Bike,DUI,7507,FALSE,Cloudy,Night,Dry,26-35,1,High,Expired,FALSE,15,Uttar Pradesh,2,3,4940,Paid
27-11-2024,Huda City Center,Bike,DUI,8717,FALSE,Cloudy,Night,Wet,50+,4,Medium,Learner,TRUE,3,Rajasthan,3,2,1803,Unpaid
21-06-2024,Cyber City,Car,DUI,9581,FALSE,Stormy,Night,Under Construction,18-25,3,Low,Expired,TRUE,35,Uttar Pradesh,10,2,2343,Unpaid
20-12-2024,Golf Course Road,Car,Wrong-Side Driving,2415,FALSE,Cloudy,Night,Slippery,50+,1,Medium,Learner,TRUE,62,Punjab,1,3,1541,Disputed
10-02-2024,Cyber City,Truck,DUI,9736,TRUE,Cloudy,Afternoon,Wet,26-35,1,Medium,Suspended,FALSE,41,Rajasthan,7,3,2966,Unpaid
11-10-2024,Cyber City,Bike,Wrong-Side Driving,2752,FALSE,Stormy,Evening,Slippery,18-25,2,Low,Suspended,TRUE,9,Rajasthan,7,3,3604,Paid
25-09-2024,Sector 56,Car,DUI,,TRUE,Cloudy,Night,Dry,18-25,2,Low,Suspended,FALSE,7,Delhi,2,2,1422,Paid
21-12-2024,Sector 29,Bus,Red-Light Jump,3051,FALSE,Cloudy,Afternoon,Dry,26-35,5,Low,Valid,FALSE,46,Haryana,3,2,3823,Paid
08-05-2024,Signature Tower Chowk,Truck,No Seatbelt,1000,TRUE,Clear,Evening,Dry,36-50,2,Medium,Valid,FALSE,65,Uttar Pradesh,9,1,4677,Unpaid
13-03-2024,Huda City Center,Truck,No Seatbelt,1000,FALSE,Foggy,Night,Dry,36-50,0,Low,Valid,TRUE,9,Punjab,3,1,3908,Unpaid
07-12-2024,MG Road,Truck,Red-Light Jump,4381,FALSE,Rainy,Afternoon,Dry,18-25,2,Medium,Suspended,TRUE,7,Uttar Pradesh,9,2,2920,Paid
12-02-2024,IFFCO Chowk,Car,Red-Light Jump,3432,FALSE,Rainy,Night,Wet,18-25,2,High,Expired,FALSE,78,Haryana,8,2,1523,Paid
28-12-2024,Sikanderpur,Car,Speeding,2353,FALSE,Cloudy,Night,Dry,26-35,2,Medium,Expired,FALSE,24,Haryana,1,3,1803,Paid
08-05-2024,Sikanderpur,Bike,No Helmet,1000,TRUE,Foggy,Evening,Under Construction,26-35,2,Low,Valid,TRUE,101,Punjab,7,1,816,Unpaid
09-12-2024,Golf Course Road,Car,Speeding,2618,FALSE,Foggy,Evening,Slippery,26-35,4,Low,Suspended,TRUE,59,Delhi,1,1,2453,Paid
24-06-2024,Rajiv Chowk,Bus,Red-Light Jump,,FALSE,Cloudy,Night,Slippery,26-35,3,High,Learner,TRUE,67,Haryana,6,2,4194,Paid
26-07-2024,Sector 56,Car,No Seatbelt,1000,FALSE,Stormy,Morning,Wet,50+,2,High,Expired,FALSE,93,Rajasthan,9,3,3630,Paid
13-11-2024,Manesar Toll,Truck,Wrong-Side Driving,5996,TRUE,Foggy,Afternoon,Slippery,36-50,5,Low,Suspended,FALSE,36,Haryana,10,1,3192,Disputed
21-05-2024,Sikanderpur,Bike,Speeding,2449,FALSE,Stormy,Evening,Slippery,26-35,3,Low,Learner,FALSE,98,Rajasthan,9,2,3476,Disputed
17-05-2024,IFFCO Chowk,Auto-rickshaw,Red-Light Jump,3475,FALSE,Stormy,Night,Under Construction,50+,5,High,Valid,FALSE,93,Delhi,9,3,2655,Disputed
10-02-2024,Manesar Toll,Truck,Red-Light Jump,4029,FALSE,Cloudy,Night,Wet,50+,2,High,Learner,FALSE,65,Delhi,1,1,2160,Unpaid
27-08-2024,Manesar Toll,Car,DUI,9535,TRUE,Cloudy,Night,Under Construction,26-35,3,Low,Expired,TRUE,2,Uttar Pradesh,10,2,1265,Disputed
16-03-2024,Sohna Road near Iris Tech Park,Car,No Seatbelt,1000,FALSE,Stormy,Afternoon,Dry,18-25,4,Low,Suspended,FALSE,65,Punjab,2,3,1227,Disputed
23-02-2024,Rajiv Chowk,Bus,No Seatbelt,1000,TRUE,Cloudy,Evening,Slippery,26-35,3,Medium,Expired,TRUE,29,Haryana,7,3,1938,Unpaid
10-02-2024,IFFCO Chowk,Car,Red-Light Jump,4124,FALSE,Clear,Afternoon,Under Construction,50+,4,Medium,Suspended,FALSE,79,Uttar Pradesh,2,3,4184,Unpaid
21-06-2024,IFFCO Chowk,Bike,No Helmet,1000,TRUE,Rainy,Morning,Dry,26-35,2,High,Valid,TRUE,2,Delhi,1,3,3373,Unpaid
26-03-2024,Udyog Vihar,Bus,DUI,9931,FALSE,Cloudy,Evening,Under Construction,26-35,5,Medium,Valid,TRUE,1,Uttar Pradesh,6,2,1020,Unpaid
02-01-2024,IFFCO Chowk,Bike,No Helmet,1000,FALSE,Rainy,Afternoon,Wet,50+,2,High,Suspended,TRUE,11,Uttar Pradesh,9,3,3939,Paid
24-05-2024,NH-8,Truck,Speeding,1429,FALSE,Clear,Afternoon,Dry,50+,1,Low,Suspended,FALSE,101,Delhi,4,3,3224,Paid
11-11-2024,Udyog Vihar,Truck,Speeding,4152,FALSE,Clear,Night,Under Construction,36-50,3,Low,Valid,TRUE,70,Uttar Pradesh,2,1,4509,Paid
26-01-2024,Udyog Vihar,Bus,No Seatbelt,1000,FALSE,Rainy,Night,Dry,18-25,2,Medium,Expired,FALSE,57,Rajasthan,8,3,2368,Unpaid
09-08-2024,NH-8,Car,No Seatbelt,1000,TRUE,Stormy,Afternoon,Under Construction,26-35,4,Low,Valid,TRUE,42,Rajasthan,4,1,2616,Unpaid
22-09-2024,Sohna Road near Iris Tech Park,Bus,Red-Light Jump,2131,TRUE,Clear,Afternoon,Slippery,50+,4,High,Learner,TRUE,51,Punjab,6,2,1169,Paid
28-12-2024,Sector 56,Auto-rickshaw,No Seatbelt,1000,FALSE,Rainy,Morning,Slippery,36-50,2,Low,Suspended,TRUE,3,Delhi,3,2,2834,Paid
04-11-2024,NH-8,Auto-rickshaw,Wrong-Side Driving,4996,FALSE,Clear,Afternoon,Dry,50+,0,Low,Learner,FALSE,71,Delhi,1,1,2586,Disputed
15-04-2024,IFFCO Chowk,Bus,Speeding,1899,FALSE,Cloudy,Morning,Slippery,26-35,4,Medium,Learner,FALSE,28,Rajasthan,10,3,768,Disputed
15-02-2024,MG Road,Bus,Speeding,4656,FALSE,Clear,Morning,Dry,36-50,1,Medium,Suspended,TRUE,52,Delhi,10,2,2793,Disputed
16-06-2024,Sohna Road near Iris Tech Park,Auto-rickshaw,No Seatbelt,1000,TRUE,Clear,Afternoon,Under Construction,18-25,5,Medium,Valid,TRUE,88,Haryana,8,3,1430,Disputed
03-05-2024,Sector 29,Auto-rickshaw,Wrong-Side Driving,7813,FALSE,Cloudy,Night,Dry,26-35,0,Low,Valid,FALSE,87,Punjab,10,1,2793,Unpaid
20-12-2024,Manesar Toll,Car,Wrong-Side Driving,3600,FALSE,Clear,Morning,Wet,18-25,5,Low,Expired,FALSE,1,Uttar Pradesh,4,3,4887,Unpaid
16-12-2024,Sector 56,Car,No Seatbelt,1000,TRUE,Stormy,Afternoon,Under Construction,50+,4,High,Learner,TRUE,48,Punjab,4,3,3818,Paid
06-01-2024,Cyber City,Car,Speeding,1462,FALSE,Clear,Evening,Dry,36-50,5,Medium,Suspended,TRUE,42,Punjab,10,3,2175,Unpaid
01-01-2024,NH-8,Auto-rickshaw,Speeding,4050,FALSE,Cloudy,Night,Dry,26-35,2,Low,Expired,TRUE,72,Punjab,2,2,3796,Paid
10-07-2024,Udyog Vihar,Truck,DUI,5562,FALSE,Clear,Evening,Under Construction,26-35,4,Medium,Suspended,FALSE,77,Haryana,2,1,2046,Paid
11-03-2024,Udyog Vihar,Auto-rickshaw,Red-Light Jump,8170,TRUE,Foggy,Evening,Under Construction,36-50,3,High,Valid,TRUE,46,Delhi,2,3,1893,Paid
26-08-2024,Sheetala Mata Road,Bus,DUI,8706,TRUE,Cloudy,Evening,Under Construction,36-50,6,Medium,Valid,FALSE,117,Haryana,6,3,3613,Disputed
06-02-2024,NH-8,Auto-rickshaw,Speeding,4625,FALSE,Clear,Night,Dry,18-25,0,Medium,Suspended,FALSE,2,Uttar Pradesh,7,2,4353,Disputed
01-07-2024,Sector 29,Truck,No Seatbelt,1000,TRUE,Clear,Night,Wet,36-50,2,Low,Learner,FALSE,76,Punjab,1,1,3443,Unpaid
22-06-2024,Sohna Road near Iris Tech Park,Bike,Speeding,1080,TRUE,Clear,Afternoon,Wet,50+,2,Medium,Expired,FALSE,67,Punjab,9,1,4568,Unpaid
05-08-2024,Udyog Vihar,Truck,DUI,5120,FALSE,Stormy,Afternoon,Slippery,50+,1,High,Suspended,TRUE,88,Haryana,8,1,4798,Paid
27-02-2024,Sikanderpur,Truck,No Seatbelt,1000,FALSE,Clear,Night,Dry,18-25,0,High,Suspended,TRUE,114,Punjab,7,1,4217,Unpaid
04-03-2024,Huda City Center,Bus,Wrong-Side Driving,6400,FALSE,Cloudy,Night,Dry,36-50,3,High,Valid,TRUE,3,Punjab,9,2,4011,Disputed
01-04-2024,Sector 56,Car,Speeding,1729,FALSE,Rainy,Night,Dry,36-50,1,Low,Learner,TRUE,48,Delhi,2,3,1318,Unpaid
12-12-2024,Sikanderpur,Car,No Seatbelt,1000,TRUE,Stormy,Afternoon,Slippery,50+,4,Medium,Suspended,TRUE,108,Punjab,7,3,2271,Paid
09-07-2024,Udyog Vihar,Car,No Seatbelt,1000,FALSE,Clear,Night,Dry,36-50,0,High,Suspended,FALSE,105,Uttar Pradesh,4,2,1557,Unpaid
04-06-2024,Sector 56,Bike,Red-Light Jump,2103,FALSE,Stormy,Afternoon,Dry,36-50,1,Low,Learner,TRUE,42,Uttar Pradesh,9,2,4333,Disputed
23-11-2024,NH-8,Car,Wrong-Side Driving,4822,FALSE,Rainy,Afternoon,Wet,26-35,2,Low,Valid,TRUE,52,Uttar Pradesh,6,2,4469,Paid
05-06-2024,Sector 29,Car,Red-Light Jump,4806,FALSE,Foggy,Afternoon,Under Construction,26-35,5,Low,Valid,TRUE,103,Punjab,9,3,2114,Paid
17-12-2024,MG Road,Auto-rickshaw,Speeding,2927,TRUE,Clear,Morning,Slippery,26-35,1,Low,Suspended,TRUE,66,Haryana,4,1,3337,Disputed
24-02-2024,Udyog Vihar,Bike,Wrong-Side Driving,2107,FALSE,Clear,Morning,Slippery,18-25,3,High,Valid,FALSE,96,Delhi,10,1,3712,Unpaid
23-01-2024,MG Road,Bus,Red-Light Jump,4189,FALSE,Rainy,Evening,Under Construction,18-25,0,High,Learner,FALSE,69,Uttar Pradesh,4,2,636,Unpaid
13-10-2024,MG Road,Car,No Seatbelt,1000,TRUE,Rainy,Night,Dry,50+,0,Low,Valid,FALSE,0,Rajasthan,3,2,3554,Unpaid
07-04-2024,Sector 56,Bike,Wrong-Side Driving,6115,FALSE,Rainy,Afternoon,Under Construction,18-25,3,High,Suspended,FALSE,74,Punjab,2,3,1380,Disputed
01-12-2024,Sheetala Mata Road,Bus,No Seatbelt,1000,FALSE,Stormy,Night,Under Construction,26-35,1,Medium,Suspended,TRUE,39,Punjab,2,3,1441,Unpaid
26-03-2024,Sector 56,Bike,No Helmet,1000,TRUE,Clear,Morning,Slippery,50+,0,Medium,Valid,FALSE,75,Haryana,8,3,1119,Disputed
08-06-2024,Cyber City,Truck,Speeding,2547,FALSE,Stormy,Night,Slippery,36-50,5,Low,Suspended,TRUE,73,Rajasthan,6,3,1832,Disputed
23-06-2024,MG Road,Bike,DUI,9615,FALSE,Foggy,Morning,Under Construction,18-25,4,High,Valid,FALSE,47,Rajasthan,2,1,1705,Disputed
04-10-2024,Udyog Vihar,Truck,No Seatbelt,1000,FALSE,Clear,Evening,Wet,26-35,2,Low,Valid,TRUE,61,Rajasthan,5,1,1604,Unpaid
17-04-2024,NH-8,Auto-rickshaw,Wrong-Side Driving,6476,TRUE,Stormy,Evening,Under Construction,18-25,4,Medium,Valid,TRUE,95,Haryana,1,2,2242,Disputed
17-12-2024,Udyog Vihar,Bus,No Seatbelt,1000,TRUE,Rainy,Afternoon,Wet,18-25,5,Medium,Expired,TRUE,80,Delhi,1,1,4974,Unpaid
13-08-2024,NH-8,Car,No Seatbelt,1000,FALSE,Cloudy,Night,Dry,26-35,4,Medium,Learner,FALSE,96,Haryana,9,2,3102,Paid
11-11-2024,NH-8,Bike,No Helmet,1000,TRUE,Foggy,Evening,Under Construction,36-50,1,Medium,Suspended,FALSE,40,Haryana,5,3,2416,Paid
13-12-2024,Signature Tower Chowk,Car,Red-Light Jump,3508,FALSE,Stormy,Night,Slippery,26-35,3,Medium,Suspended,FALSE,1,Punjab,8,2,3733,Disputed
11-10-2024,IFFCO Chowk,Bus,Wrong-Side Driving,7304,TRUE,Clear,Night,Dry,18-25,2,High,Expired,FALSE,60,Uttar Pradesh,7,3,2651,Unpaid
12-08-2024,NH-8,Bus,DUI,7336,FALSE,Foggy,Evening,Slippery,50+,1,Low,Learner,TRUE,56,Punjab,5,2,2576,Paid
23-05-2024,Cyber City,Car,Speeding,3313,TRUE,Cloudy,Evening,Wet,26-35,3,Low,Suspended,FALSE,48,Delhi,4,1,2635,Disputed
22-02-2024,Cyber City,Auto-rickshaw,DUI,7754,FALSE,Stormy,Evening,Wet,36-50,1,Medium,Learner,FALSE,112,Uttar Pradesh,9,2,1753,Disputed
11-03-2024,Manesar Toll,Truck,Wrong-Side Driving,20565,FALSE,Cloudy,Morning,Under Construction,18-25,2,Low,Suspended,TRUE,17,Haryana,2,3,1311,Unpaid
08-01-2024,Cyber City,Truck,Red-Light Jump,4484,FALSE,Clear,Night,Dry,36-50,4,Low,Suspended,TRUE,93,Uttar Pradesh,2,2,3193,Disputed
